1564718056020414471,36.3660631,127.3654381,66.082,9.979281,0,0,0,9.979281,0,0,0,26.656569
1564718056222417864,36.366063,127.3654381,66.051,9.979281,0,0,0,9.979281,0,0,0,26.656569
1564718056417536685,36.3660628,127.3654381,66.009,9.960336,0,0,0,9.960336,0,0,0,26.656569
1564718056634288846,36.3660626,127.3654379,65.954,9.960336,0,0,0,9.960336,0,0,0,26.6256
1564718056815562772,36.3660624,127.365438,65.95,9.960336,0,0,0,9.960336,0,0,0,26.6256
1564718057016010628,36.3660622,127.3654378,65.902,9.941409,0,0,0,9.941409,0,0,0,26.6256
1564718057215682640,36.3660621,127.3654379,65.896,9.941409,0,0,0,9.941409,0,0,0,26.594649
1564718057423380035,36.3660618,127.3654378,65.878,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718057638702764,36.3660616,127.3654378,65.857,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718057823365325,36.3660614,127.3654379,65.869,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718058023890071,36.3660612,127.3654379,65.862,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718058217664024,36.366061,127.3654378,65.847,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718058421491191,36.3660607,127.3654378,65.845,9.9225,0,0,0,9.9225,0,0,0,26.594649
1564718058632507266,36.3660606,127.3654378,65.82,9.903609,0,0,0,9.903609,0,0,0,26.594649
1564718058820372548,36.3660605,127.3654377,65.791,9.903609,0,0,0,9.903609,0,0,0,26.594649
1564718059020541089,36.3660604,127.3654377,65.793,9.903609,0,0,0,9.903609,0,0,0,26.594649
1564718059220647950,36.3660603,127.3654377,65.785,9.903609,0,0,0,9.903609,0,0,0,26.594649
1564718059420648423,36.3660602,127.3654379,65.806,9.884736,0,0,0,9.884736,0,0,0,26.563716
1564718059635657375,36.3660601,127.3654377,65.742,9.884736,0,0,0,9.884736,0,0,0,26.563716
1564718059821694472,36.3660599,127.3654377,65.713,9.884736,0,0,0,9.884736,0,0,0,26.563716
1564718060017618731,36.3660598,127.3654376,65.69,9.865881,0,0,0,9.865881,0,0,0,26.563716
1564718060223011613,36.3660597,127.3654376,65.678,9.865881,0,0,0,9.865881,0,0,0,26.532801
1564718060424048398,36.3660595,127.3654377,65.662,9.865881,0,0,0,9.865881,0,0,0,26.532801
1564718060643130907,36.3660593,127.3654377,65.646,9.847044,0,0,0,9.847044,0,0,0,26.532801
1564718060828458121,36.3660592,127.3654378,65.645,9.847044,0,0,0,9.847044,0,0,0,26.532801
1564718061025973422,36.3660591,127.3654377,65.625,9.847044,0,0,0,9.847044,0,0,0,26.532801
1564718061223617280,36.366059,127.3654378,65.611,9.847044,0,0,0,9.847044,0,0,0,26.532801
1564718061423217815,36.3660589,127.3654377,65.586,9.828225,0,0,0,9.828225,0,0,0,26.532801
1564718061647299520,36.3660588,127.3654377,65.579,9.828225,0,0,0,9.828225,0,0,0,26.532801
1564718061823615040,36.3660587,127.3654378,65.554,9.828225,0,0,0,9.828225,0,0,0,26.532801
1564718062023941494,36.3660588,127.3654381,65.537,9.809424,0,0,0,9.809424,0,0,0,26.501904
1564718062224270843,36.3660589,127.3654385,65.493,9.790641,0,0,0,9.790641,0,0,0,26.471025
1564718062418593407,36.3660589,127.365439,65.487,9.771876,0,0,0,9.771876,0,0,0,26.378496
1564718062637423058,36.3660594,127.3654402,65.489,9.753129,0,0,0,9.753129,0,0,0,26.378496
1564718062816374011,36.36606,127.3654411,65.394,9.753129,0,0,0,9.753129,0,0,0,26.378496
1564718063014432538,36.3660608,127.3654434,65.453,9.7344,0,0,0,9.7344,0,0,0,26.378496
1564718063216337763,36.3660619,127.3654455,65.46,9.7344,0,0,0,9.7344,0,0,0,26.378496
1564718063416580583,36.3660629,127.3654479,65.333,9.7344,0,0,0,9.7344,0,0,0,26.378496
1564718063637422678,36.366064,127.3654507,65.294,9.715689,0,0,0,9.715689,0,0,0,26.347689
1564718063815626272,36.3660658,127.3654541,65.421,9.696996,0,0,0,9.696996,0,0,0,26.378496
1564718064013575828,36.3660676,127.3654577,65.388,9.696996,0,0,0,9.696996,0,0,0,26.409321
1564718064220424597,36.36607,127.3654618,65.427,9.678321,0,0,0,9.678321,0,0,0,26.409321
1564718064420220844,36.3660722,127.3654658,65.374,9.678321,0,0,0,9.678321,0,0,0,26.471025
1564718064637431224,36.3660748,127.3654706,65.334,9.678321,0,0,0,9.678321,0,0,0,26.563716
1564718064821638104,36.3660781,127.3654761,65.347,9.678321,0,0,0,9.678321,0,0,0,26.6256
1564718065016543842,36.3660816,127.3654818,65.28,9.678321,0,0,0,9.678321,0,0,0,26.656569
1564718065217220468,36.3660849,127.3654879,65.268,9.696996,0,0,0,9.696996,0,0,0,26.718561
1564718065413480062,36.3660889,127.3654945,65.312,9.696996,0,0,0,9.696996,0,0,0,26.749584
1564718065636416740,36.3660932,127.3655012,65.368,9.678321,0,0,0,9.678321,0,0,0,26.842761
1564718065823143606,36.3660977,127.3655083,65.386,9.696996,0,0,0,9.696996,0,0,0,26.873856
1564718066020220192,36.3661023,127.365516,65.396,9.715689,0,0,0,9.715689,0,0,0,26.9361
1564718066222303577,36.3661071,127.3655236,65.362,9.7344,0,0,0,9.7344,0,0,0,26.998416
1564718066420428926,36.3661125,127.3655316,65.35,9.753129,0,0,0,9.753129,0,0,0,27.123264
1564718066649586474,36.3661179,127.3655401,65.362,9.771876,0,0,0,9.771876,0,0,0,27.2484
1564718066808191014,36.3661234,127.3655494,65.361,9.771876,0,0,0,9.771876,0,0,0,27.311076
1564718067020342252,36.3661292,127.3655592,65.429,9.753129,0,0,0,9.753129,0,0,0,27.311076
1564718067216545762,36.3661353,127.3655693,65.465,9.7344,0,0,0,9.7344,0,0,0,27.279729
1564718067420196570,36.3661415,127.3655797,65.484,9.715689,0,0,0,9.715689,0,0,0,27.279729
1564718067641550677,36.3661479,127.3655903,65.468,9.696996,0,0,0,9.696996,0,0,0,27.279729
1564718067818427993,36.3661546,127.3656017,65.518,9.678321,0,0,0,9.678321,0,0,0,27.311076
1564718068021548350,36.3661618,127.3656132,65.48,9.678321,0,0,0,9.678321,0,0,0,27.405225
1564718068213505642,36.3661691,127.365625,65.485,9.678321,0,0,0,9.678321,0,0,0,27.531009
1564718068417263974,36.3661767,127.3656373,65.604,9.678321,0,0,0,9.678321,0,0,0,27.657081
1564718068633468854,36.3661844,127.3656499,65.601,9.696996,0,0,0,9.696996,0,0,0,27.783441
1564718068820304979,36.3661928,127.3656624,65.574,9.678321,0,0,0,9.678321,0,0,0,27.8784
1564718069025510303,36.3662011,127.3656755,65.391,9.678321,0,0,0,9.678321,0,0,0,28.005264
1564718069216430240,36.3662095,127.3656891,65.344,9.678321,0,0,0,9.678321,0,0,0,28.100601
1564718069420030009,36.366218,127.3657033,65.301,9.696996,0,0,0,9.696996,0,0,0,28.259856
1564718069631429851,36.3662268,127.3657186,65.46,9.753129,0,0,0,9.753129,0,0,0,28.387584
1564718069818470919,36.366236,127.3657338,65.512,9.790641,0,0,0,9.790641,0,0,0,28.483569
1564718070023232462,36.3662453,127.3657491,65.571,9.790641,0,0,0,9.790641,0,0,0,28.579716
1564718070223583607,36.3662547,127.3657648,65.495,9.790641,0,0,0,9.790641,0,0,0,28.611801
1564718070422603841,36.3662641,127.365781,65.605,9.771876,0,0,0,9.771876,0,0,0,28.676025
1564718070640323402,36.3662736,127.3657974,65.69,9.809424,0,0,0,9.809424,0,0,0,28.740321
1564718070825871593,36.3662835,127.3658139,65.661,9.809424,0,0,0,9.809424,0,0,0,28.804689
